Date_UTC,SML,SMU,SMR
2001-11-20 20:32:00,-30,88,-8.2
2001-11-20 20:33:00,-31,88,-8.2
2001-11-20 20:34:00,-32,88,-8.2
2001-11-20 20:35:00,-32,87,-8.3
2001-11-20 20:36:00,-32,88,-8.3
2001-11-20 20:37:00,-32,87,-8.3
2001-11-20 20:38:00,-32,87,-8.3
2001-11-20 20:39:00,-31,85,-8.3
2001-11-20 20:40:00,-31,84,-8.3
2001-11-20 20:41:00,-30,83,-8.3
2001-11-20 20:42:00,-31,82,-8.3
2001-11-20 20:43:00,-31,82,-8.3
2001-11-20 20:44:00,-31,83,-8.3
2001-11-20 20:45:00,-31,84,-8.3
2001-11-20 20:46:00,-31,84,-8.3
2001-11-20 20:47:00,-30,85,-8.2
2001-11-20 20:48:00,-31,86,-8.1
2001-11-20 20:49:00,-30,86,-8.1
2001-11-20 20:50:00,-30,87,-8.0
2001-11-20 20:51:00,-30,87,-8.0
2001-11-20 20:52:00,-31,87,-7.8
2001-11-20 20:53:00,-31,86,-7.9
2001-11-20 20:54:00,-31,85,-7.9
2001-11-20 20:55:00,-31,85,-7.8
2001-11-20 20:56:00,-30,85,-7.8
2001-11-20 20:57:00,-30,84,-7.8
2001-11-20 20:58:00,-30,84,-7.9
2001-11-20 20:59:00,-30,84,-7.9
2001-11-20 21:00:00,-30,84,-7.8
2001-11-20 21:01:00,-30,84,-7.8
2001-11-20 21:02:00,-30,85,-7.8
2001-11-20 21:03:00,-30,86,-7.8
2001-11-20 21:04:00,-31,87,-7.8
2001-11-20 21:05:00,-31,87,-8.1
2001-11-20 21:06:00,-32,87,-8.2
2001-11-20 21:07:00,-31,86,-8.1
2001-11-20 21:08:00,-31,85,-8.0
2001-11-20 21:09:00,-31,85,-7.9
2001-11-20 21:10:00,-31,85,-7.9
2001-11-20 21:11:00,-31,85,-7.8
2001-11-20 21:12:00,-31,85,-7.7
2001-11-20 21:13:00,-31,84,-7.6
2001-11-20 21:14:00,-31,84,-7.6
2001-11-20 21:15:00,-32,84,-7.5
2001-11-20 21:16:00,-33,83,-7.5
2001-11-20 21:17:00,-33,83,-7.6
2001-11-20 21:18:00,-32,84,-7.5
2001-11-20 21:19:00,-32,84,-7.5
2001-11-20 21:20:00,-32,84,-7.5
2001-11-20 21:21:00,-32,84,-7.4
2001-11-20 21:22:00,-32,83,-7.4
2001-11-20 21:23:00,-32,83,-7.4
2001-11-20 21:24:00,-31,83,-7.3
2001-11-20 21:25:00,-31,83,-7.2
2001-11-20 21:26:00,-31,84,-7.2
2001-11-20 21:27:00,-31,84,-7.2
2001-11-20 21:28:00,-31,84,-7.2
2001-11-20 21:29:00,-30,84,-7.1
2001-11-20 21:30:00,-30,84,-7.1
2001-11-20 21:31:00,-30,85,-7.0
2001-11-20 21:32:00,-31,86,-7.2
2001-11-20 21:33:00,-31,86,-7.4
2001-11-20 21:34:00,-31,88,-7.5
2001-11-20 21:35:00,-31,88,-7.5
2001-11-20 21:36:00,-31,87,-7.5
2001-11-20 21:37:00,-31,88,-7.3
2001-11-20 21:38:00,-31,87,-7.3
2001-11-20 21:39:00,-31,85,-7.2
2001-11-20 21:40:00,-31,83,-7.2
2001-11-20 21:41:00,-31,84,-7.2
2001-11-20 21:42:00,-31,84,-7.2
2001-11-20 21:43:00,-32,84,-7.2
2001-11-20 21:44:00,-31,85,-7.3
2001-11-20 21:45:00,-31,86,-7.4
2001-11-20 21:46:00,-31,86,-7.2
2001-11-20 21:47:00,-31,85,-7.2
2001-11-20 21:48:00,-32,85,-7.1
2001-11-20 21:49:00,-32,85,-7.1
2001-11-20 21:50:00,-32,85,-7.1
2001-11-20 21:51:00,-32,85,-7.1
2001-11-20 21:52:00,-32,86,-6.8
2001-11-20 21:53:00,-32,86,-6.7
2001-11-20 21:54:00,-32,85,-6.7
2001-11-20 21:55:00,-32,86,-6.7
2001-11-20 21:56:00,-32,87,-6.7
2001-11-20 21:57:00,-32,87,-6.6
2001-11-20 21:58:00,-31,88,-6.5
2001-11-20 21:59:00,-31,88,-6.6
2001-11-20 22:00:00,-31,90,-6.6
2001-11-20 22:01:00,-31,91,-6.7
2001-11-20 22:02:00,-32,92,-6.6
2001-11-20 22:03:00,-32,92,-6.9
2001-11-20 22:04:00,-32,91,-6.9
2001-11-20 22:05:00,-32,90,-6.9
2001-11-20 22:06:00,-32,90,-6.8
2001-11-20 22:07:00,-32,91,-6.9
2001-11-20 22:08:00,-31,90,-6.8
2001-11-20 22:09:00,-32,90,-6.9
2001-11-20 22:10:00,-34,89,-6.8
2001-11-20 22:11:00,-35,88,-6.7
2001-11-20 22:12:00,-35,88,-6.6
2001-11-20 22:13:00,-35,89,-6.2
2001-11-20 22:14:00,-33,90,-5.9
2001-11-20 22:15:00,-31,92,-5.8
2001-11-20 22:16:00,-30,94,-5.8
2001-11-20 22:17:00,-30,95,-6.1
2001-11-20 22:18:00,-30,94,-6.4
2001-11-20 22:19:00,-29,93,-6.5
2001-11-20 22:20:00,-29,91,-6.6
2001-11-20 22:21:00,-29,88,-6.4
2001-11-20 22:22:00,-29,85,-6.3
2001-11-20 22:23:00,-29,84,-6.1
2001-11-20 22:24:00,-30,83,-6.3
2001-11-20 22:25:00,-30,83,-6.1
2001-11-20 22:26:00,-31,82,-6.0
2001-11-20 22:27:00,-32,82,-6.1
2001-11-20 22:28:00,-32,83,-6.1
2001-11-20 22:29:00,-32,85,-6.0
2001-11-20 22:30:00,-32,86,-6.3
2001-11-20 22:31:00,-32,88,-6.4
2001-11-20 22:32:00,-31,88,-6.4
2001-11-20 22:33:00,-32,89,-6.5
2001-11-20 22:34:00,-32,88,-6.5
2001-11-20 22:35:00,-32,87,-6.5
2001-11-20 22:36:00,-32,86,-6.2
2001-11-20 22:37:00,-32,86,-6.1
2001-11-20 22:38:00,-33,86,-6.1
2001-11-20 22:39:00,-32,85,-6.0
2001-11-20 22:40:00,-32,85,-5.8
2001-11-20 22:41:00,-31,85,-5.7
2001-11-20 22:42:00,-31,85,-5.6
2001-11-20 22:43:00,-31,86,-5.7
2001-11-20 22:44:00,-31,88,-5.8
2001-11-20 22:45:00,-30,90,-5.9
2001-11-20 22:46:00,-30,91,-6.0
2001-11-20 22:47:00,-30,92,-5.9
2001-11-20 22:48:00,-30,92,-6.1
2001-11-20 22:49:00,-30,91,-6.1
2001-11-20 22:50:00,-30,90,-6.2
2001-11-20 22:51:00,-31,89,-6.2
2001-11-20 22:52:00,-31,88,-6.1
2001-11-20 22:53:00,-32,87,-6.2
2001-11-20 22:54:00,-32,86,-6.2
2001-11-20 22:55:00,-31,85,-6.0
2001-11-20 22:56:00,-31,85,-6.0
2001-11-20 22:57:00,-30,87,-5.9
2001-11-20 22:58:00,-30,87,-5.9
2001-11-20 22:59:00,-30,86,-5.9
2001-11-20 23:00:00,-30,87,-5.8
2001-11-20 23:01:00,-30,89,-5.9
2001-11-20 23:02:00,-30,89,-5.8
2001-11-20 23:03:00,-30,89,-5.8
2001-11-20 23:04:00,-30,89,-5.8
2001-11-20 23:05:00,-31,90,-5.7
2001-11-20 23:06:00,-31,90,-5.6
2001-11-20 23:07:00,-31,90,-5.7
2001-11-20 23:08:00,-31,89,-5.5
2001-11-20 23:09:00,-30,89,-5.4
2001-11-20 23:10:00,-30,88,-5.5
2001-11-20 23:11:00,-31,87,-5.4
2001-11-20 23:12:00,-31,86,-5.4
2001-11-20 23:13:00,-30,85,-5.2
2001-11-20 23:14:00,-29,85,-5.2
2001-11-20 23:15:00,-29,86,-5.2
2001-11-20 23:16:00,-29,86,-5.4
2001-11-20 23:17:00,-28,87,-5.5
2001-11-20 23:18:00,-28,87,-5.6
2001-11-20 23:19:00,-29,86,-5.7
2001-11-20 23:20:00,-30,86,-5.8
2001-11-20 23:21:00,-31,84,-5.8
2001-11-20 23:22:00,-32,82,-5.8
2001-11-20 23:23:00,-33,80,-5.7
2001-11-20 23:24:00,-32,80,-5.6
2001-11-20 23:25:00,-32,78,-5.5
2001-11-20 23:26:00,-32,79,-5.2
2001-11-20 23:27:00,-33,83,-5.0
2001-11-20 23:28:00,-32,86,-4.8
2001-11-20 23:29:00,-33,89,-4.6
2001-11-20 23:30:00,-31,90,-4.3
2001-11-20 23:31:00,-30,89,-4.0
2001-11-20 23:32:00,-29,88,-3.8
2001-11-20 23:33:00,-29,86,-3.7
2001-11-20 23:34:00,-29,84,-3.8
2001-11-20 23:35:00,-28,87,-4.2
2001-11-20 23:36:00,-28,91,-4.5
2001-11-20 23:37:00,-29,93,-4.6
2001-11-20 23:38:00,-30,94,-4.7
2001-11-20 23:39:00,-29,95,-4.7
2001-11-20 23:40:00,-30,96,-4.6
2001-11-20 23:41:00,-30,97,-4.6
2001-11-20 23:42:00,-30,96,-4.7
2001-11-20 23:43:00,-30,95,-4.7
2001-11-20 23:44:00,-30,93,-4.7
2001-11-20 23:45:00,-31,92,-4.7
2001-11-20 23:46:00,-31,92,-4.7
2001-11-20 23:47:00,-31,91,-4.7
2001-11-20 23:48:00,-32,90,-4.6
2001-11-20 23:49:00,-32,89,-4.6
2001-11-20 23:50:00,-32,88,-4.5
2001-11-20 23:51:00,-32,89,-4.4
2001-11-20 23:52:00,-32,89,-4.4
2001-11-20 23:53:00,-32,89,-4.4
2001-11-20 23:54:00,-32,91,-4.4
2001-11-20 23:55:00,-32,93,-4.4
2001-11-20 23:56:00,-32,94,-4.5
2001-11-20 23:57:00,-31,96,-4.5
2001-11-20 23:58:00,-31,96,-4.6
2001-11-20 23:59:00,-31,97,-4.7
2001-11-21 00:00:00,-31,97,-4.8
2001-11-21 00:01:00,-31,97,-4.8
2001-11-21 00:02:00,-30,96,-4.8
2001-11-21 00:03:00,-30,94,-4.8
2001-11-21 00:04:00,-30,91,-4.7
2001-11-21 00:05:00,-30,88,-4.8
2001-11-21 00:06:00,-30,86,-4.7
2001-11-21 00:07:00,-30,85,-4.7
2001-11-21 00:08:00,-30,84,-4.8
2001-11-21 00:09:00,-31,84,-4.7
2001-11-21 00:10:00,-30,85,-4.7
2001-11-21 00:11:00,-30,87,-4.8
2001-11-21 00:12:00,-30,88,-4.7
2001-11-21 00:13:00,-30,89,-4.8
2001-11-21 00:14:00,-30,89,-4.8
2001-11-21 00:15:00,-30,89,-4.9
2001-11-21 00:16:00,-30,88,-4.9
2001-11-21 00:17:00,-31,88,-4.8
2001-11-21 00:18:00,-30,87,-4.4
2001-11-21 00:19:00,-30,86,-4.3
2001-11-21 00:20:00,-30,85,-4.2
2001-11-21 00:21:00,-30,84,-4.0
2001-11-21 00:22:00,-30,83,-4.0
2001-11-21 00:23:00,-30,83,-4.0
2001-11-21 00:24:00,-30,84,-3.9
2001-11-21 00:25:00,-30,86,-3.8
2001-11-21 00:26:00,-30,86,-3.7
2001-11-21 00:27:00,-30,87,-3.8
2001-11-21 00:28:00,-30,87,-3.7
2001-11-21 00:29:00,-29,88,-3.7
2001-11-21 00:30:00,-29,89,-3.7
2001-11-21 00:31:00,-28,90,-4.0
2001-11-21 00:32:00,-28,91,-4.2
2001-11-21 00:33:00,-28,93,-4.4
2001-11-21 00:34:00,-28,94,-4.4
2001-11-21 00:35:00,-29,93,-4.1
2001-11-21 00:36:00,-29,92,-4.0
2001-11-21 00:37:00,-30,92,-3.9
2001-11-21 00:38:00,-30,91,-3.9
2001-11-21 00:39:00,-30,90,-3.8
2001-11-21 00:40:00,-30,90,-3.7
2001-11-21 00:41:00,-31,89,-3.4
2001-11-21 00:42:00,-31,88,-3.2
2001-11-21 00:43:00,-31,87,-3.4
2001-11-21 00:44:00,-31,87,-3.5
2001-11-21 00:45:00,-31,87,-3.5
2001-11-21 00:46:00,-30,88,-3.4
2001-11-21 00:47:00,-31,89,-3.2
2001-11-21 00:48:00,-31,89,-3.5
2001-11-21 00:49:00,-31,89,-3.4
2001-11-21 00:50:00,-31,91,-3.5
2001-11-21 00:51:00,-31,92,-3.3
2001-11-21 00:52:00,-46,92,-3.5
2001-11-21 00:53:00,-81,93,-3.7
2001-11-21 00:54:00,-69,95,-3.8
2001-11-21 00:55:00,-56,96,-3.8
2001-11-21 00:56:00,-55,96,-3.8
2001-11-21 00:57:00,-64,96,-3.9
2001-11-21 00:58:00,-62,96,-3.7
2001-11-21 00:59:00,-47,96,-3.6
2001-11-21 01:00:00,-33,95,-3.6
2001-11-21 01:01:00,-30,94,-3.3
2001-11-21 01:02:00,-31,94,-3.4
2001-11-21 01:03:00,-32,92,-3.4
2001-11-21 01:04:00,-31,92,-3.5
2001-11-21 01:05:00,-31,91,-3.9
2001-11-21 01:06:00,-31,91,-4.1
2001-11-21 01:07:00,-30,92,-4.3
2001-11-21 01:08:00,-30,92,-4.5
2001-11-21 01:09:00,-30,92,-4.8
2001-11-21 01:10:00,-30,93,-4.9
2001-11-21 01:11:00,-30,92,-5.0
2001-11-21 01:12:00,-32,91,-5.1
2001-11-21 01:13:00,-32,90,-5.1
2001-11-21 01:14:00,-32,89,-5.1
2001-11-21 01:15:00,-32,88,-5.2
2001-11-21 01:16:00,-31,88,-5.2
2001-11-21 01:17:00,-32,87,-5.1
2001-11-21 01:18:00,-33,86,-5.2
2001-11-21 01:19:00,-33,86,-5.2
2001-11-21 01:20:00,-32,85,-5.1
2001-11-21 01:21:00,-32,85,-4.9
2001-11-21 01:22:00,-32,83,-4.8
2001-11-21 01:23:00,-33,82,-4.5
2001-11-21 01:24:00,-33,80,-4.5
2001-11-21 01:25:00,-33,79,-4.6
2001-11-21 01:26:00,-32,79,-4.7
2001-11-21 01:27:00,-31,80,-4.8
2001-11-21 01:28:00,-31,81,-4.9
2001-11-21 01:29:00,-30,82,-5.0
2001-11-21 01:30:00,-30,83,-5.2
2001-11-21 01:31:00,-30,84,-5.4
2001-11-21 01:32:00,-31,85,-5.3
2001-11-21 01:33:00,-38,85,-5.8
2001-11-21 01:34:00,-79,85,-5.6
2001-11-21 01:35:00,-79,86,-5.7
2001-11-21 01:36:00,-78,86,-5.4
2001-11-21 01:37:00,-86,86,-5.4
2001-11-21 01:38:00,-78,86,-5.1
2001-11-21 01:39:00,-69,86,-5.0
2001-11-21 01:40:00,-67,87,-4.6
2001-11-21 01:41:00,-62,87,-4.4
2001-11-21 01:42:00,-58,86,-3.9
2001-11-21 01:43:00,-54,85,-3.9
2001-11-21 01:44:00,-65,85,-3.6
2001-11-21 01:45:00,-57,84,-3.4
2001-11-21 01:46:00,-44,83,-3.2
2001-11-21 01:47:00,-41,83,-3.0
2001-11-21 01:48:00,-41,83,-2.9
2001-11-21 01:49:00,-37,83,-2.8
2001-11-21 01:50:00,-31,83,-2.7
2001-11-21 01:51:00,-36,83,-2.7
2001-11-21 01:52:00,-36,84,-2.7
2001-11-21 01:53:00,-41,84,-3.0
2001-11-21 01:54:00,-45,85,-3.2
2001-11-21 01:55:00,-46,85,-3.6
2001-11-21 01:56:00,-37,85,-3.7
2001-11-21 01:57:00,-29,85,-3.6
2001-11-21 01:58:00,-30,85,-3.5
2001-11-21 01:59:00,-31,85,-3.2
2001-11-21 02:00:00,-32,83,-3.2
2001-11-21 02:01:00,-32,82,-3.5
2001-11-21 02:02:00,-32,82,-3.7
2001-11-21 02:03:00,-32,83,-3.9
2001-11-21 02:04:00,-32,84,-4.0
2001-11-21 02:05:00,-32,84,-4.1
2001-11-21 02:06:00,-32,83,-4.0
2001-11-21 02:07:00,-32,83,-4.1
2001-11-21 02:08:00,-32,82,-4.1
2001-11-21 02:09:00,-32,82,-4.0
2001-11-21 02:10:00,-32,83,-4.0
2001-11-21 02:11:00,-32,83,-4.0
2001-11-21 02:12:00,-32,83,-3.9
2001-11-21 02:13:00,-32,83,-4.3
2001-11-21 02:14:00,-32,84,-4.2
2001-11-21 02:15:00,-31,84,-4.3
2001-11-21 02:16:00,-31,85,-4.1
2001-11-21 02:17:00,-31,85,-4.1
2001-11-21 02:18:00,-31,86,-4.1
2001-11-21 02:19:00,-31,87,-4.2
2001-11-21 02:20:00,-31,88,-4.2
2001-11-21 02:21:00,-31,89,-4.3
2001-11-21 02:22:00,-32,90,-4.2
2001-11-21 02:23:00,-32,90,-4.2
2001-11-21 02:24:00,-32,90,-4.0
2001-11-21 02:25:00,-32,90,-3.9
2001-11-21 02:26:00,-32,90,-3.9
2001-11-21 02:27:00,-31,90,-3.7
2001-11-21 02:28:00,-31,91,-3.6
2001-11-21 02:29:00,-31,90,-3.6
2001-11-21 02:30:00,-31,90,-3.6
2001-11-21 02:31:00,-31,89,-3.5
2001-11-21 02:32:00,-31,88,-3.4
2001-11-21 02:33:00,-31,88,-3.4
2001-11-21 02:34:00,-31,87,-3.4
2001-11-21 02:35:00,-30,87,-3.2
2001-11-21 02:36:00,-30,87,-3.2
2001-11-21 02:37:00,-30,86,-3.2
2001-11-21 02:38:00,-30,86,-3.3
2001-11-21 02:39:00,-30,87,-3.4
2001-11-21 02:40:00,-31,87,-3.4
2001-11-21 02:41:00,-31,87,-3.4
2001-11-21 02:42:00,-31,87,-3.5
2001-11-21 02:43:00,-32,87,-3.5
2001-11-21 02:44:00,-31,87,-3.6
2001-11-21 02:45:00,-31,87,-3.6
2001-11-21 02:46:00,-30,88,-3.7
2001-11-21 02:47:00,-30,88,-3.8
2001-11-21 02:48:00,-31,88,-3.8
2001-11-21 02:49:00,-30,88,-3.9
2001-11-21 02:50:00,-31,89,-3.8
2001-11-21 02:51:00,-31,89,-3.8
2001-11-21 02:52:00,-31,89,-3.9
2001-11-21 02:53:00,-31,88,-4.0
2001-11-21 02:54:00,-31,88,-4.0
2001-11-21 02:55:00,-31,89,-4.0
2001-11-21 02:56:00,-31,90,-4.0
2001-11-21 02:57:00,-31,89,-4.0
2001-11-21 02:58:00,-30,89,-4.1
2001-11-21 02:59:00,-28,89,-4.1
2001-11-21 03:00:00,-30,89,-4.0
2001-11-21 03:01:00,-31,89,-4.0
2001-11-21 03:02:00,-31,89,-4.0
2001-11-21 03:03:00,-30,88,-4.0
2001-11-21 03:04:00,-30,88,-3.9
2001-11-21 03:05:00,-30,87,-3.9
2001-11-21 03:06:00,-30,87,-4.0
2001-11-21 03:07:00,-30,86,-4.0
2001-11-21 03:08:00,-30,87,-4.0
2001-11-21 03:09:00,-29,86,-3.9
2001-11-21 03:10:00,-29,86,-4.0
2001-11-21 03:11:00,-30,85,-3.8
2001-11-21 03:12:00,-30,85,-3.8
2001-11-21 03:13:00,-31,85,-3.8
2001-11-21 03:14:00,-31,85,-3.8
2001-11-21 03:15:00,-31,85,-3.7
2001-11-21 03:16:00,-30,86,-3.6
2001-11-21 03:17:00,-30,86,-3.5
2001-11-21 03:18:00,-30,85,-3.5
2001-11-21 03:19:00,-29,85,-3.5
2001-11-21 03:20:00,-30,85,-3.4
2001-11-21 03:21:00,-29,85,-3.3
2001-11-21 03:22:00,-29,84,-3.1
2001-11-21 03:23:00,-29,83,-3.2
2001-11-21 03:24:00,-29,82,-3.1
2001-11-21 03:25:00,-55,81,-3.0
2001-11-21 03:26:00,-62,81,-3.0
2001-11-21 03:27:00,-66,80,-3.0
2001-11-21 03:28:00,-68,80,-3.0
2001-11-21 03:29:00,-79,80,-3.2
2001-11-21 03:30:00,-67,79,-3.0
2001-11-21 03:31:00,-71,78,-3.1
2001-11-21 03:32:00,-70,78,-3.0
2001-11-21 03:33:00,-63,78,-2.8
2001-11-21 03:34:00,-67,78,-2.8
2001-11-21 03:35:00,-68,81,-2.7
2001-11-21 03:36:00,-69,87,-2.7
2001-11-21 03:37:00,-72,81,-2.7
2001-11-21 03:38:00,-67,84,-2.7
2001-11-21 03:39:00,-52,78,-2.7
2001-11-21 03:40:00,-48,74,-2.6
2001-11-21 03:41:00,-46,74,-2.5
2001-11-21 03:42:00,-42,74,-2.3
2001-11-21 03:43:00,-42,73,-2.0
2001-11-21 03:44:00,-44,73,-1.9
2001-11-21 03:45:00,-50,73,-1.8
2001-11-21 03:46:00,-48,74,-1.8
2001-11-21 03:47:00,-47,74,-1.7
2001-11-21 03:48:00,-48,74,-1.6
2001-11-21 03:49:00,-48,74,-1.9
2001-11-21 03:50:00,-44,75,-2.1
2001-11-21 03:51:00,-42,75,-2.1
2001-11-21 03:52:00,-40,76,-2.1
2001-11-21 03:53:00,-36,76,-2.1
2001-11-21 03:54:00,-32,76,-2.2
2001-11-21 03:55:00,-32,76,-2.1
2001-11-21 03:56:00,-31,76,-2.1
2001-11-21 03:57:00,-31,76,-2.1
2001-11-21 03:58:00,-31,77,-1.9
2001-11-21 03:59:00,-30,77,-1.8
2001-11-21 04:00:00,-30,77,-1.8
2001-11-21 04:01:00,-29,78,-1.7
2001-11-21 04:02:00,-29,78,-1.7
2001-11-21 04:03:00,-29,78,-1.6
2001-11-21 04:04:00,-29,79,-1.5
2001-11-21 04:05:00,-29,79,-1.6
2001-11-21 04:06:00,-29,79,-1.6
2001-11-21 04:07:00,-28,80,-1.7
2001-11-21 04:08:00,-29,80,-1.7
2001-11-21 04:09:00,-29,81,-1.7
2001-11-21 04:10:00,-30,81,-1.6
2001-11-21 04:11:00,-30,81,-1.5
2001-11-21 04:12:00,-31,82,-1.4
2001-11-21 04:13:00,-30,82,-1.4
2001-11-21 04:14:00,-30,82,-1.4
2001-11-21 04:15:00,-29,82,-1.4
2001-11-21 04:16:00,-28,83,-1.4
2001-11-21 04:17:00,-28,83,-1.5
2001-11-21 04:18:00,-28,83,-1.5
2001-11-21 04:19:00,-28,83,-1.5
2001-11-21 04:20:00,-29,84,-1.3
2001-11-21 04:21:00,-29,84,-1.3
2001-11-21 04:22:00,-30,84,-1.3
2001-11-21 04:23:00,-30,85,-1.2
2001-11-21 04:24:00,-30,85,-1.2
2001-11-21 04:25:00,-30,86,-1.0
2001-11-21 04:26:00,-29,87,-0.9
2001-11-21 04:27:00,-28,86,-0.8
2001-11-21 04:28:00,-28,86,-0.8
2001-11-21 04:29:00,-28,86,-0.6
2001-11-21 04:30:00,-27,86,-0.8
2001-11-21 04:31:00,-28,86,-0.8
2001-11-21 04:32:00,-28,86,-0.7
2001-11-21 04:33:00,-28,86,-0.7
2001-11-21 04:34:00,-28,86,-0.7
2001-11-21 04:35:00,-27,87,-0.6
2001-11-21 04:36:00,-27,87,-0.5
2001-11-21 04:37:00,-27,88,-0.3
2001-11-21 04:38:00,-26,89,-0.1
2001-11-21 04:39:00,-24,90,-0.2
2001-11-21 04:40:00,-24,91,-0.6
2001-11-21 04:41:00,-26,92,-0.9
2001-11-21 04:42:00,-27,93,-1.1
2001-11-21 04:43:00,-28,93,-1.2
2001-11-21 04:44:00,-27,92,-1.2
2001-11-21 04:45:00,-27,90,-0.9
2001-11-21 04:46:00,-27,88,-0.5
2001-11-21 04:47:00,-27,85,-0.4
2001-11-21 04:48:00,-26,83,-0.6
2001-11-21 04:49:00,-26,84,-1.0
2001-11-21 04:50:00,-28,84,-1.3
2001-11-21 04:51:00,-29,84,-1.4
2001-11-21 04:52:00,-30,84,-1.4
2001-11-21 04:53:00,-29,85,-1.4
2001-11-21 04:54:00,-29,83,-1.4
2001-11-21 04:55:00,-29,83,-1.6
2001-11-21 04:56:00,-29,83,-1.6
2001-11-21 04:57:00,-29,83,-1.6
2001-11-21 04:58:00,-29,83,-1.5
2001-11-21 04:59:00,-29,83,-1.4
2001-11-21 05:00:00,-29,82,-1.3
2001-11-21 05:01:00,-29,82,-1.3
2001-11-21 05:02:00,-29,83,-1.2
2001-11-21 05:03:00,-32,83,-1.3
2001-11-21 05:04:00,-40,83,-1.3
2001-11-21 05:05:00,-46,83,-1.2
2001-11-21 05:06:00,-47,83,-1.2
2001-11-21 05:07:00,-36,84,-1.1
2001-11-21 05:08:00,-30,84,-1.0
2001-11-21 05:09:00,-31,85,-0.9
2001-11-21 05:10:00,-30,85,-0.9
2001-11-21 05:11:00,-29,86,-0.8
2001-11-21 05:12:00,-29,87,-0.7
2001-11-21 05:13:00,-29,87,-0.7
2001-11-21 05:14:00,-29,87,-0.7
2001-11-21 05:15:00,-30,86,-0.6
2001-11-21 05:16:00,-30,86,-0.6
2001-11-21 05:17:00,-30,86,-0.6
2001-11-21 05:18:00,-30,86,-0.7
2001-11-21 05:19:00,-31,86,-0.7
2001-11-21 05:20:00,-33,87,-0.4
2001-11-21 05:21:00,-32,87,-0.5
2001-11-21 05:22:00,-30,87,-0.5
2001-11-21 05:23:00,-30,88,-0.3
2001-11-21 05:24:00,-30,89,-0.4
2001-11-21 05:25:00,-30,89,-0.6
2001-11-21 05:26:00,-30,89,-0.9
2001-11-21 05:27:00,-31,89,-0.9
2001-11-21 05:28:00,-32,90,-1.0
2001-11-21 05:29:00,-32,90,-1.4
2001-11-21 05:30:00,-31,90,-1.8
2001-11-21 05:31:00,-30,90,-2.1
2001-11-21 05:32:00,-32,89,-2.4
2001-11-21 05:33:00,-33,89,-2.7
2001-11-21 05:34:00,-33,90,-2.7
2001-11-21 05:35:00,-32,90,-2.8
2001-11-21 05:36:00,-32,89,-2.8
2001-11-21 05:37:00,-44,89,-2.8
2001-11-21 05:38:00,-52,90,-2.6
2001-11-21 05:39:00,-58,90,-2.1
2001-11-21 05:40:00,-54,91,-1.9
2001-11-21 05:41:00,-43,92,-1.7
2001-11-21 05:42:00,-46,96,-1.9
2001-11-21 05:43:00,-47,102,-2.0
2001-11-21 05:44:00,-39,104,-2.1
2001-11-21 05:45:00,-29,103,-2.1
2001-11-21 05:46:00,-34,101,-2.5
2001-11-21 05:47:00,-33,99,-2.9
2001-11-21 05:48:00,-36,97,-2.9
2001-11-21 05:49:00,-44,96,-2.9
2001-11-21 05:50:00,-64,97,-3.0
2001-11-21 05:51:00,-81,97,-3.0
2001-11-21 05:52:00,-97,97,-3.1
2001-11-21 05:53:00,-124,97,-3.1
2001-11-21 05:54:00,-154,96,-3.0
2001-11-21 05:55:00,-177,98,-3.0
2001-11-21 05:56:00,-202,100,-3.1
2001-11-21 05:57:00,-215,98,-2.9
2001-11-21 05:58:00,-212,95,-2.8
2001-11-21 05:59:00,-219,95,-2.8
2001-11-21 06:00:00,-229,96,-2.8
2001-11-21 06:01:00,-235,96,-2.7
2001-11-21 06:02:00,-235,100,-2.6
2001-11-21 06:03:00,-242,103,-2.6
2001-11-21 06:04:00,-250,107,-2.5
2001-11-21 06:05:00,-255,103,-2.3
2001-11-21 06:06:00,-268,101,-2.0
2001-11-21 06:07:00,-269,107,-1.8
2001-11-21 06:08:00,-278,108,-1.8
2001-11-21 06:09:00,-281,108,-2.0
2001-11-21 06:10:00,-273,106,-2.2
2001-11-21 06:11:00,-273,101,-2.5
2001-11-21 06:12:00,-270,109,-2.7
2001-11-21 06:13:00,-253,102,-2.9
2001-11-21 06:14:00,-241,102,-3.1
2001-11-21 06:15:00,-231,105,-2.9
2001-11-21 06:16:00,-219,109,-3.1
2001-11-21 06:17:00,-198,108,-2.7
2001-11-21 06:18:00,-198,109,-2.5
2001-11-21 06:19:00,-187,113,-2.4
2001-11-21 06:20:00,-179,109,-2.5
2001-11-21 06:21:00,-171,109,-2.4
2001-11-21 06:22:00,-157,110,-2.2
2001-11-21 06:23:00,-148,112,-2.0
2001-11-21 06:24:00,-134,112,-1.7
2001-11-21 06:25:00,-145,112,-1.5
2001-11-21 06:26:00,-129,109,-1.5
2001-11-21 06:27:00,-110,108,-1.8
2001-11-21 06:28:00,-121,106,-1.8
2001-11-21 06:29:00,-122,105,-2.0
2001-11-21 06:30:00,-112,104,-2.3
2001-11-21 06:31:00,-123,102,-2.7
2001-11-21 06:32:00,-145,101,-3.0
2001-11-21 06:33:00,-163,104,-3.2
2001-11-21 06:34:00,-163,103,-3.3
2001-11-21 06:35:00,-147,105,-3.4
2001-11-21 06:36:00,-126,107,-3.7
2001-11-21 06:37:00,-119,107,-3.7
2001-11-21 06:38:00,-112,107,-3.9
