Date_UTC,SML,SMU,SMR
2001-11-19 00:00:00,-480,112,-15.8
2001-11-19 00:01:00,-482,114,-15.8
2001-11-19 00:02:00,-516,116,-15.4
2001-11-19 00:03:00,-506,118,-15.0
2001-11-19 00:04:00,-470,122,-14.8
2001-11-19 00:05:00,-463,131,-14.4
2001-11-19 00:06:00,-471,135,-14.5
2001-11-19 00:07:00,-455,139,-14.4
2001-11-19 00:08:00,-442,130,-14.3
2001-11-19 00:09:00,-461,112,-14.4
2001-11-19 00:10:00,-470,100,-14.2
2001-11-19 00:11:00,-445,101,-13.8
2001-11-19 00:12:00,-422,111,-13.3
2001-11-19 00:13:00,-417,118,-13.1
2001-11-19 00:14:00,-420,131,-13.0
2001-11-19 00:15:00,-441,138,-13.9
2001-11-19 00:16:00,-453,139,-14.8
2001-11-19 00:17:00,-455,144,-14.6
2001-11-19 00:18:00,-455,147,-14.8
2001-11-19 00:19:00,-448,159,-15.0
2001-11-19 00:20:00,-438,156,-14.9
2001-11-19 00:21:00,-435,148,-15.1
2001-11-19 00:22:00,-444,143,-15.2
2001-11-19 00:23:00,-425,138,-15.4
2001-11-19 00:24:00,-376,136,-15.7
2001-11-19 00:25:00,-355,136,-15.9
2001-11-19 00:26:00,-345,136,-16.0
2001-11-19 00:27:00,-324,138,-16.1
2001-11-19 00:28:00,-322,142,-16.1
2001-11-19 00:29:00,-319,138,-16.2
2001-11-19 00:30:00,-317,127,-16.3
2001-11-19 00:31:00,-298,119,-16.4
2001-11-19 00:32:00,-287,116,-16.6
2001-11-19 00:33:00,-277,115,-16.8
2001-11-19 00:34:00,-268,109,-17.2
2001-11-19 00:35:00,-256,103,-17.3
2001-11-19 00:36:00,-247,101,-17.3
2001-11-19 00:37:00,-224,100,-17.4
2001-11-19 00:38:00,-217,97,-17.9
2001-11-19 00:39:00,-223,94,-18.2
2001-11-19 00:40:00,-217,95,-18.3
2001-11-19 00:41:00,-196,95,-18.6
2001-11-19 00:42:00,-198,95,-18.6
2001-11-19 00:43:00,-199,93,-18.6
2001-11-19 00:44:00,-196,89,-18.6
2001-11-19 00:45:00,-185,86,-18.4
2001-11-19 00:46:00,-174,84,-17.8
2001-11-19 00:47:00,-162,83,-17.4
2001-11-19 00:48:00,-143,79,-16.8
2001-11-19 00:49:00,-127,74,-16.2
2001-11-19 00:50:00,-122,70,-15.5
2001-11-19 00:51:00,-130,65,-14.7
2001-11-19 00:52:00,-133,63,-13.9
2001-11-19 00:53:00,-129,60,-13.1
2001-11-19 00:54:00,-129,56,-12.5
2001-11-19 00:55:00,-131,51,-11.9
2001-11-19 00:56:00,-131,51,-11.6
2001-11-19 00:57:00,-130,54,-11.2
2001-11-19 00:58:00,-128,57,-10.9
2001-11-19 00:59:00,-127,62,-10.8
2001-11-19 01:00:00,-124,67,-10.7
2001-11-19 01:01:00,-121,72,-10.8
2001-11-19 01:02:00,-117,77,-10.6
2001-11-19 01:03:00,-116,80,-10.2
2001-11-19 01:04:00,-121,80,-9.8
2001-11-19 01:05:00,-124,82,-9.5
2001-11-19 01:06:00,-122,83,-9.2
2001-11-19 01:07:00,-117,85,-8.7
2001-11-19 01:08:00,-111,89,-8.5
2001-11-19 01:09:00,-113,110,-8.0
2001-11-19 01:10:00,-121,141,-7.7
2001-11-19 01:11:00,-125,143,-7.4
2001-11-19 01:12:00,-133,163,-6.9
2001-11-19 01:13:00,-138,175,-6.7
2001-11-19 01:14:00,-138,164,-6.7
2001-11-19 01:15:00,-141,155,-6.8
2001-11-19 01:16:00,-147,145,-6.7
2001-11-19 01:17:00,-152,140,-6.5
2001-11-19 01:18:00,-153,155,-6.3
2001-11-19 01:19:00,-154,174,-6.1
2001-11-19 01:20:00,-154,171,-6.1
2001-11-19 01:21:00,-163,168,-6.3
2001-11-19 01:22:00,-170,165,-6.3
2001-11-19 01:23:00,-179,152,-7.0
2001-11-19 01:24:00,-184,145,-7.0
2001-11-19 01:25:00,-189,133,-7.3
2001-11-19 01:26:00,-179,132,-7.4
2001-11-19 01:27:00,-177,135,-7.6
2001-11-19 01:28:00,-178,132,-7.9
2001-11-19 01:29:00,-187,138,-7.9
2001-11-19 01:30:00,-180,145,-8.0
2001-11-19 01:31:00,-180,154,-8.3
2001-11-19 01:32:00,-185,151,-8.6
2001-11-19 01:33:00,-194,161,-9.1
2001-11-19 01:34:00,-192,169,-9.0
2001-11-19 01:35:00,-189,171,-9.0
2001-11-19 01:36:00,-191,166,-8.9
2001-11-19 01:37:00,-199,167,-8.6
2001-11-19 01:38:00,-211,174,-8.8
2001-11-19 01:39:00,-219,162,-9.3
2001-11-19 01:40:00,-216,152,-9.8
2001-11-19 01:41:00,-219,147,-10.0
2001-11-19 01:42:00,-209,144,-10.2
2001-11-19 01:43:00,-211,140,-10.6
2001-11-19 01:44:00,-215,140,-10.1
2001-11-19 01:45:00,-214,150,-10.2
2001-11-19 01:46:00,-204,162,-10.1
2001-11-19 01:47:00,-203,165,-10.1
2001-11-19 01:48:00,-206,157,-10.2
2001-11-19 01:49:00,-218,157,-10.3
2001-11-19 01:50:00,-221,158,-10.4
2001-11-19 01:51:00,-222,158,-10.6
2001-11-19 01:52:00,-227,158,-10.8
2001-11-19 01:53:00,-230,155,-11.1
2001-11-19 01:54:00,-226,156,-11.6
2001-11-19 01:55:00,-224,162,-11.9
2001-11-19 01:56:00,-219,161,-12.0
2001-11-19 01:57:00,-217,160,-12.1
2001-11-19 01:58:00,-217,165,-12.1
2001-11-19 01:59:00,-213,167,-12.4
2001-11-19 02:00:00,-209,170,-12.7
2001-11-19 02:01:00,-200,168,-13.0
2001-11-19 02:02:00,-194,167,-13.2
2001-11-19 02:03:00,-191,172,-13.4
2001-11-19 02:04:00,-190,173,-13.5
2001-11-19 02:05:00,-187,178,-13.5
2001-11-19 02:06:00,-186,175,-13.2
2001-11-19 02:07:00,-191,171,-13.0
2001-11-19 02:08:00,-193,178,-12.7
2001-11-19 02:09:00,-196,184,-12.5
2001-11-19 02:10:00,-209,180,-12.5
2001-11-19 02:11:00,-213,166,-11.8
2001-11-19 02:12:00,-212,176,-12.0
2001-11-19 02:13:00,-222,176,-12.5
2001-11-19 02:14:00,-219,173,-13.3
2001-11-19 02:15:00,-213,178,-14.0
2001-11-19 02:16:00,-203,182,-14.5
2001-11-19 02:17:00,-202,189,-15.0
2001-11-19 02:18:00,-199,196,-15.8
2001-11-19 02:19:00,-192,197,-16.4
2001-11-19 02:20:00,-186,193,-16.9
2001-11-19 02:21:00,-188,190,-17.4
2001-11-19 02:22:00,-197,185,-17.7
2001-11-19 02:23:00,-191,188,-18.2
2001-11-19 02:24:00,-189,187,-18.3
2001-11-19 02:25:00,-189,180,-18.4
2001-11-19 02:26:00,-189,176,-18.6
2001-11-19 02:27:00,-186,170,-18.6
2001-11-19 02:28:00,-177,170,-18.8
2001-11-19 02:29:00,-177,170,-18.8
2001-11-19 02:30:00,-180,165,-18.7
2001-11-19 02:31:00,-182,161,-18.9
2001-11-19 02:32:00,-186,160,-18.9
2001-11-19 02:33:00,-187,155,-18.8
2001-11-19 02:34:00,-185,158,-18.7
2001-11-19 02:35:00,-183,158,-19.0
2001-11-19 02:36:00,-185,154,-18.9
2001-11-19 02:37:00,-191,152,-18.6
2001-11-19 02:38:00,-196,151,-18.4
2001-11-19 02:39:00,-191,154,-18.0
2001-11-19 02:40:00,-188,158,-17.8
2001-11-19 02:41:00,-188,158,-17.6
2001-11-19 02:42:00,-186,148,-17.8
2001-11-19 02:43:00,-189,136,-18.0
2001-11-19 02:44:00,-186,131,-18.5
2001-11-19 02:45:00,-177,128,-19.1
2001-11-19 02:46:00,-163,123,-19.5
2001-11-19 02:47:00,-150,117,-19.9
2001-11-19 02:48:00,-153,112,-20.2
2001-11-19 02:49:00,-152,111,-20.5
2001-11-19 02:50:00,-149,115,-20.9
2001-11-19 02:51:00,-143,120,-21.2
2001-11-19 02:52:00,-143,121,-21.3
2001-11-19 02:53:00,-142,117,-21.4
2001-11-19 02:54:00,-138,115,-21.4
2001-11-19 02:55:00,-130,116,-21.4
2001-11-19 02:56:00,-119,118,-21.0
2001-11-19 02:57:00,-112,124,-20.5
2001-11-19 02:58:00,-106,126,-19.6
2001-11-19 02:59:00,-97,126,-19.2
2001-11-19 03:00:00,-86,118,-18.7
2001-11-19 03:01:00,-78,117,-18.1
2001-11-19 03:02:00,-69,107,-17.8
2001-11-19 03:03:00,-61,97,-17.8
2001-11-19 03:04:00,-66,93,-17.5
2001-11-19 03:05:00,-76,93,-17.5
2001-11-19 03:06:00,-88,94,-17.5
2001-11-19 03:07:00,-129,89,-17.6
2001-11-19 03:08:00,-175,82,-17.7
2001-11-19 03:09:00,-158,83,-17.5
2001-11-19 03:10:00,-126,95,-17.7
2001-11-19 03:11:00,-119,96,-18.2
2001-11-19 03:12:00,-122,90,-18.4
2001-11-19 03:13:00,-142,89,-18.6
2001-11-19 03:14:00,-126,89,-18.9
2001-11-19 03:15:00,-136,89,-19.1
2001-11-19 03:16:00,-133,92,-19.3
2001-11-19 03:17:00,-129,99,-19.5
2001-11-19 03:18:00,-129,97,-19.5
2001-11-19 03:19:00,-121,91,-19.4
2001-11-19 03:20:00,-117,92,-19.1
2001-11-19 03:21:00,-95,89,-18.8
2001-11-19 03:22:00,-87,87,-18.6
2001-11-19 03:23:00,-109,89,-18.5
2001-11-19 03:24:00,-124,96,-18.1
2001-11-19 03:25:00,-110,95,-17.8
2001-11-19 03:26:00,-80,96,-17.5
2001-11-19 03:27:00,-82,92,-17.3
2001-11-19 03:28:00,-85,89,-17.1
2001-11-19 03:29:00,-103,87,-16.9
2001-11-19 03:30:00,-100,85,-16.7
2001-11-19 03:31:00,-92,84,-16.5
2001-11-19 03:32:00,-100,82,-16.2
2001-11-19 03:33:00,-126,79,-15.9
2001-11-19 03:34:00,-142,76,-15.8
2001-11-19 03:35:00,-149,77,-15.8
2001-11-19 03:36:00,-170,77,-15.8
2001-11-19 03:37:00,-170,71,-15.8
2001-11-19 03:38:00,-167,76,-15.8
2001-11-19 03:39:00,-149,86,-15.5
2001-11-19 03:40:00,-177,105,-15.6
2001-11-19 03:41:00,-197,111,-15.4
2001-11-19 03:42:00,-210,100,-15.2
2001-11-19 03:43:00,-222,86,-15.0
2001-11-19 03:44:00,-218,82,-14.9
2001-11-19 03:45:00,-204,87,-14.7
2001-11-19 03:46:00,-202,95,-14.5
2001-11-19 03:47:00,-161,102,-14.5
2001-11-19 03:48:00,-141,103,-14.6
2001-11-19 03:49:00,-150,102,-14.5
2001-11-19 03:50:00,-156,101,-14.5
2001-11-19 03:51:00,-146,96,-14.3
2001-11-19 03:52:00,-138,89,-14.2
2001-11-19 03:53:00,-149,85,-14.1
2001-11-19 03:54:00,-157,80,-14.0
2001-11-19 03:55:00,-152,74,-14.1
2001-11-19 03:56:00,-145,70,-14.4
2001-11-19 03:57:00,-150,66,-14.6
2001-11-19 03:58:00,-148,73,-14.7
2001-11-19 03:59:00,-141,73,-14.6
2001-11-19 04:00:00,-135,73,-14.5
2001-11-19 04:01:00,-128,71,-14.4
2001-11-19 04:02:00,-121,70,-14.1
2001-11-19 04:03:00,-123,64,-14.0
2001-11-19 04:04:00,-120,65,-14.0
2001-11-19 04:05:00,-118,62,-14.0
2001-11-19 04:06:00,-107,62,-14.0
2001-11-19 04:07:00,-107,61,-14.1
2001-11-19 04:08:00,-99,62,-14.4
2001-11-19 04:09:00,-84,63,-14.5
2001-11-19 04:10:00,-71,66,-14.6
2001-11-19 04:11:00,-63,68,-14.7
2001-11-19 04:12:00,-56,68,-14.6
2001-11-19 04:13:00,-52,70,-14.5
2001-11-19 04:14:00,-48,72,-14.3
2001-11-19 04:15:00,-46,73,-14.2
2001-11-19 04:16:00,-47,73,-13.9
2001-11-19 04:17:00,-47,70,-13.8
2001-11-19 04:18:00,-48,71,-13.9
2001-11-19 04:19:00,-50,68,-13.6
2001-11-19 04:20:00,-50,70,-13.8
2001-11-19 04:21:00,-45,70,-13.8
2001-11-19 04:22:00,-41,68,-13.8
2001-11-19 04:23:00,-32,73,-13.8
2001-11-19 04:24:00,-24,75,-13.9
2001-11-19 04:25:00,-22,67,-13.8
2001-11-19 04:26:00,-22,66,-13.7
2001-11-19 04:27:00,-22,65,-13.6
2001-11-19 04:28:00,-22,67,-13.5
2001-11-19 04:29:00,-22,69,-13.6
2001-11-19 04:30:00,-22,66,-13.6
2001-11-19 04:31:00,-26,61,-13.6
2001-11-19 04:32:00,-44,58,-13.5
2001-11-19 04:33:00,-55,63,-13.5
2001-11-19 04:34:00,-49,62,-13.4
2001-11-19 04:35:00,-51,57,-13.3
2001-11-19 04:36:00,-53,57,-13.3
2001-11-19 04:37:00,-48,56,-13.2
2001-11-19 04:38:00,-45,58,-13.2
2001-11-19 04:39:00,-42,63,-13.1
2001-11-19 04:40:00,-44,64,-13.0
2001-11-19 04:41:00,-52,56,-12.9
2001-11-19 04:42:00,-48,50,-12.9
2001-11-19 04:43:00,-49,52,-12.8
2001-11-19 04:44:00,-56,55,-12.9
2001-11-19 04:45:00,-66,55,-13.1
2001-11-19 04:46:00,-73,59,-13.1
2001-11-19 04:47:00,-73,53,-13.1
2001-11-19 04:48:00,-76,46,-13.1
2001-11-19 04:49:00,-50,45,-12.8
2001-11-19 04:50:00,-45,50,-12.8
2001-11-19 04:51:00,-58,54,-12.8
2001-11-19 04:52:00,-63,55,-12.7
2001-11-19 04:53:00,-63,59,-12.7
2001-11-19 04:54:00,-59,65,-12.7
2001-11-19 04:55:00,-52,65,-12.8
2001-11-19 04:56:00,-52,63,-13.0
2001-11-19 04:57:00,-57,60,-13.3
2001-11-19 04:58:00,-71,66,-13.5
2001-11-19 04:59:00,-88,71,-13.8
2001-11-19 05:00:00,-110,74,-14.0
2001-11-19 05:01:00,-168,76,-13.9
2001-11-19 05:02:00,-263,81,-13.6
2001-11-19 05:03:00,-192,81,-13.9
2001-11-19 05:04:00,-219,78,-13.8
2001-11-19 05:05:00,-209,81,-14.0
2001-11-19 05:06:00,-202,84,-13.7
2001-11-19 05:07:00,-204,84,-13.7
2001-11-19 05:08:00,-224,80,-13.7
2001-11-19 05:09:00,-296,74,-13.6
2001-11-19 05:10:00,-277,73,-13.8
2001-11-19 05:11:00,-287,72,-13.6
2001-11-19 05:12:00,-263,74,-13.6
2001-11-19 05:13:00,-252,75,-13.2
2001-11-19 05:14:00,-273,77,-13.1
2001-11-19 05:15:00,-273,79,-13.1
2001-11-19 05:16:00,-288,78,-13.1
2001-11-19 05:17:00,-270,82,-13.1
2001-11-19 05:18:00,-270,83,-12.9
2001-11-19 05:19:00,-240,83,-12.7
2001-11-19 05:20:00,-218,85,-12.5
2001-11-19 05:21:00,-216,86,-12.1
2001-11-19 05:22:00,-221,88,-12.0
2001-11-19 05:23:00,-207,88,-12.0
2001-11-19 05:24:00,-195,83,-12.0
2001-11-19 05:25:00,-188,74,-12.1
2001-11-19 05:26:00,-161,74,-12.0
2001-11-19 05:27:00,-165,75,-11.7
2001-11-19 05:28:00,-164,76,-11.6
2001-11-19 05:29:00,-154,77,-11.6
2001-11-19 05:30:00,-145,80,-11.7
2001-11-19 05:31:00,-167,80,-12.0
2001-11-19 05:32:00,-181,79,-12.1
2001-11-19 05:33:00,-175,74,-12.4
2001-11-19 05:34:00,-160,75,-12.8
2001-11-19 05:35:00,-155,75,-13.2
2001-11-19 05:36:00,-129,73,-13.6
2001-11-19 05:37:00,-111,73,-13.9
2001-11-19 05:38:00,-108,72,-14.1
2001-11-19 05:39:00,-116,70,-14.3
2001-11-19 05:40:00,-142,68,-14.4
2001-11-19 05:41:00,-156,66,-14.5
2001-11-19 05:42:00,-161,65,-14.5
2001-11-19 05:43:00,-154,65,-14.4
2001-11-19 05:44:00,-164,66,-14.2
2001-11-19 05:45:00,-159,68,-14.1
2001-11-19 05:46:00,-182,68,-14.3
2001-11-19 05:47:00,-179,68,-14.1
2001-11-19 05:48:00,-181,71,-14.5
2001-11-19 05:49:00,-164,71,-14.5
2001-11-19 05:50:00,-128,78,-14.8
2001-11-19 05:51:00,-125,72,-14.7
2001-11-19 05:52:00,-165,69,-14.0
2001-11-19 05:53:00,-180,69,-13.4
2001-11-19 05:54:00,-186,82,-12.9
2001-11-19 05:55:00,-173,76,-12.5
2001-11-19 05:56:00,-190,77,-12.3
2001-11-19 05:57:00,-197,79,-12.1
2001-11-19 05:58:00,-183,83,-12.1
2001-11-19 05:59:00,-180,77,-12.2
2001-11-19 06:00:00,-250,72,-12.8
2001-11-19 06:01:00,-240,69,-13.1
2001-11-19 06:02:00,-218,66,-13.2
2001-11-19 06:03:00,-208,70,-13.0
2001-11-19 06:04:00,-226,73,-13.0
2001-11-19 06:05:00,-183,81,-13.0
2001-11-19 06:06:00,-167,84,-13.1
2001-11-19 06:07:00,-158,84,-12.9
2001-11-19 06:08:00,-175,84,-12.6
2001-11-19 06:09:00,-164,86,-12.5
2001-11-19 06:10:00,-168,84,-12.7
2001-11-19 06:11:00,-161,82,-12.7
2001-11-19 06:12:00,-166,88,-12.8
2001-11-19 06:13:00,-172,88,-12.6
2001-11-19 06:14:00,-199,87,-12.4
2001-11-19 06:15:00,-317,85,-12.2
2001-11-19 06:16:00,-276,94,-11.9
2001-11-19 06:17:00,-240,112,-11.5
2001-11-19 06:18:00,-200,123,-11.3
2001-11-19 06:19:00,-191,134,-11.0
2001-11-19 06:20:00,-232,136,-10.7
2001-11-19 06:21:00,-247,132,-10.7
2001-11-19 06:22:00,-238,129,-10.6
2001-11-19 06:23:00,-255,126,-10.7
2001-11-19 06:24:00,-262,118,-10.8
2001-11-19 06:25:00,-294,101,-10.9
2001-11-19 06:26:00,-325,93,-10.9
2001-11-19 06:27:00,-334,107,-11.3
2001-11-19 06:28:00,-318,123,-11.4
2001-11-19 06:29:00,-299,126,-11.7
2001-11-19 06:30:00,-278,116,-11.9
2001-11-19 06:31:00,-272,111,-11.9
2001-11-19 06:32:00,-264,111,-12.2
2001-11-19 06:33:00,-256,108,-12.1
2001-11-19 06:34:00,-246,108,-11.9
2001-11-19 06:35:00,-255,105,-11.8
2001-11-19 06:36:00,-277,108,-11.5
2001-11-19 06:37:00,-278,114,-11.4
2001-11-19 06:38:00,-273,117,-11.2
2001-11-19 06:39:00,-264,116,-11.0
2001-11-19 06:40:00,-253,117,-10.9
2001-11-19 06:41:00,-247,122,-10.8
2001-11-19 06:42:00,-240,122,-10.5
2001-11-19 06:43:00,-212,121,-10.7
2001-11-19 06:44:00,-222,120,-10.9
2001-11-19 06:45:00,-248,119,-11.0
2001-11-19 06:46:00,-245,122,-11.4
2001-11-19 06:47:00,-212,127,-11.6
2001-11-19 06:48:00,-206,134,-11.8
2001-11-19 06:49:00,-212,143,-11.9
2001-11-19 06:50:00,-179,147,-12.0
2001-11-19 06:51:00,-171,153,-12.4
2001-11-19 06:52:00,-188,155,-12.7
2001-11-19 06:53:00,-239,145,-12.8
2001-11-19 06:54:00,-264,129,-12.8
2001-11-19 06:55:00,-242,114,-13.0
2001-11-19 06:56:00,-184,110,-13.2
2001-11-19 06:57:00,-118,116,-12.9
2001-11-19 06:58:00,-123,119,-12.7
2001-11-19 06:59:00,-123,118,-12.9
2001-11-19 07:00:00,-139,110,-12.5
2001-11-19 07:01:00,-227,103,-12.3
2001-11-19 07:02:00,-229,95,-12.0
2001-11-19 07:03:00,-228,81,-11.7
2001-11-19 07:04:00,-176,72,-11.2
2001-11-19 07:05:00,-148,76,-10.9
2001-11-19 07:06:00,-182,83,-10.5
2001-11-19 07:07:00,-217,85,-10.0
2001-11-19 07:08:00,-214,82,-9.5
2001-11-19 07:09:00,-180,81,-9.3
2001-11-19 07:10:00,-198,80,-9.0
2001-11-19 07:11:00,-207,85,-9.0
2001-11-19 07:12:00,-215,89,-8.9
2001-11-19 07:13:00,-224,94,-8.7
2001-11-19 07:14:00,-224,96,-8.5
2001-11-19 07:15:00,-248,98,-8.4
2001-11-19 07:16:00,-279,101,-8.2
2001-11-19 07:17:00,-267,102,-7.9
2001-11-19 07:18:00,-269,96,-7.3
2001-11-19 07:19:00,-264,90,-7.1
2001-11-19 07:20:00,-277,80,-7.2
2001-11-19 07:21:00,-274,84,-7.1
2001-11-19 07:22:00,-264,90,-6.9
2001-11-19 07:23:00,-282,89,-6.9
2001-11-19 07:24:00,-286,81,-6.9
2001-11-19 07:25:00,-291,81,-7.1
2001-11-19 07:26:00,-299,83,-7.4
2001-11-19 07:27:00,-308,86,-8.0
2001-11-19 07:28:00,-317,89,-8.2
2001-11-19 07:29:00,-320,91,-8.3
2001-11-19 07:30:00,-295,88,-8.6
2001-11-19 07:31:00,-278,84,-8.7
2001-11-19 07:32:00,-282,77,-9.0
2001-11-19 07:33:00,-272,76,-9.5
2001-11-19 07:34:00,-263,76,-9.8
2001-11-19 07:35:00,-294,77,-10.4
2001-11-19 07:36:00,-296,77,-10.9
2001-11-19 07:37:00,-266,76,-11.3
2001-11-19 07:38:00,-278,72,-11.4
2001-11-19 07:39:00,-315,83,-11.7
2001-11-19 07:40:00,-280,86,-11.9
2001-11-19 07:41:00,-297,75,-12.0
2001-11-19 07:42:00,-298,78,-12.3
2001-11-19 07:43:00,-324,74,-12.3
2001-11-19 07:44:00,-272,77,-12.4
2001-11-19 07:45:00,-250,76,-12.6
2001-11-19 07:46:00,-250,73,-12.6
2001-11-19 07:47:00,-266,76,-12.7
2001-11-19 07:48:00,-306,76,-12.8
2001-11-19 07:49:00,-323,72,-12.4
2001-11-19 07:50:00,-311,74,-12.4
2001-11-19 07:51:00,-301,79,-12.1
2001-11-19 07:52:00,-296,89,-11.7
2001-11-19 07:53:00,-286,96,-11.5
2001-11-19 07:54:00,-275,90,-11.5
2001-11-19 07:55:00,-266,83,-11.3
2001-11-19 07:56:00,-259,76,-11.4
2001-11-19 07:57:00,-237,81,-11.4
2001-11-19 07:58:00,-235,74,-11.5
2001-11-19 07:59:00,-231,73,-11.5
2001-11-19 08:00:00,-224,61,-11.4
2001-11-19 08:01:00,-224,59,-11.3
2001-11-19 08:02:00,-239,65,-11.2
2001-11-19 08:03:00,-236,75,-10.9
2001-11-19 08:04:00,-239,82,-10.7
2001-11-19 08:05:00,-241,87,-10.8
2001-11-19 08:06:00,-245,87,-10.5
2001-11-19 08:07:00,-212,101,-10.3
2001-11-19 08:08:00,-208,101,-9.8
2001-11-19 08:09:00,-225,108,-9.4
2001-11-19 08:10:00,-225,96,-9.1
2001-11-19 08:11:00,-231,96,-9.2
2001-11-19 08:12:00,-246,81,-9.0
2001-11-19 08:13:00,-245,80,-8.7
2001-11-19 08:14:00,-256,93,-8.5
2001-11-19 08:15:00,-237,96,-8.5
2001-11-19 08:16:00,-222,89,-8.6
2001-11-19 08:17:00,-209,85,-8.3
2001-11-19 08:18:00,-190,86,-8.3
2001-11-19 08:19:00,-191,80,-8.2
2001-11-19 08:20:00,-190,87,-7.9
2001-11-19 08:21:00,-219,96,-7.7
2001-11-19 08:22:00,-228,95,-7.9
2001-11-19 08:23:00,-237,88,-8.4
2001-11-19 08:24:00,-264,83,-8.9
2001-11-19 08:25:00,-262,81,-9.5
2001-11-19 08:26:00,-241,80,-9.9
2001-11-19 08:27:00,-234,78,-10.5
2001-11-19 08:28:00,-225,78,-10.7
2001-11-19 08:29:00,-223,79,-10.9
2001-11-19 08:30:00,-192,82,-11.1
2001-11-19 08:31:00,-191,83,-11.4
2001-11-19 08:32:00,-183,84,-11.7
2001-11-19 08:33:00,-187,89,-11.9
2001-11-19 08:34:00,-199,93,-11.5
2001-11-19 08:35:00,-205,94,-11.3
2001-11-19 08:36:00,-232,96,-11.2
2001-11-19 08:37:00,-254,103,-11.0
2001-11-19 08:38:00,-245,108,-10.9
2001-11-19 08:39:00,-246,108,-10.5
2001-11-19 08:40:00,-242,97,-10.4
2001-11-19 08:41:00,-247,86,-10.1
2001-11-19 08:42:00,-252,78,-9.7
2001-11-19 08:43:00,-259,72,-9.7
2001-11-19 08:44:00,-232,69,-9.6
2001-11-19 08:45:00,-264,66,-10.1
2001-11-19 08:46:00,-315,66,-10.4
2001-11-19 08:47:00,-356,66,-10.2
2001-11-19 08:48:00,-345,68,-10.1
2001-11-19 08:49:00,-307,69,-10.2
2001-11-19 08:50:00,-287,71,-10.3
2001-11-19 08:51:00,-264,72,-10.2
2001-11-19 08:52:00,-312,69,-9.9
2001-11-19 08:53:00,-355,85,-10.1
2001-11-19 08:54:00,-345,95,-9.7
2001-11-19 08:55:00,-273,69,-9.8
2001-11-19 08:56:00,-217,68,-9.9
2001-11-19 08:57:00,-209,67,-9.8
2001-11-19 08:58:00,-218,64,-9.7
2001-11-19 08:59:00,-222,61,-10.1
2001-11-19 09:00:00,-211,81,-10.3
2001-11-19 09:01:00,-197,96,-10.3
2001-11-19 09:02:00,-180,78,-10.1
2001-11-19 09:03:00,-183,70,-9.8
2001-11-19 09:04:00,-186,72,-10.0
2001-11-19 09:05:00,-204,72,-10.2
2001-11-19 09:06:00,-194,73,-10.2
2001-11-19 09:07:00,-170,72,-10.5
2001-11-19 09:08:00,-164,69,-10.7
2001-11-19 09:09:00,-162,72,-11.1
2001-11-19 09:10:00,-164,77,-11.4
2001-11-19 09:11:00,-165,79,-11.6
2001-11-19 09:12:00,-166,81,-11.7
2001-11-19 09:13:00,-167,87,-11.9
2001-11-19 09:14:00,-165,88,-12.2
2001-11-19 09:15:00,-159,87,-12.6
2001-11-19 09:16:00,-155,89,-12.7
2001-11-19 09:17:00,-156,86,-13.2
2001-11-19 09:18:00,-155,88,-13.5
2001-11-19 09:19:00,-153,90,-13.9
2001-11-19 09:20:00,-167,92,-14.2
2001-11-19 09:21:00,-165,96,-14.4
2001-11-19 09:22:00,-176,102,-14.4
2001-11-19 09:23:00,-182,103,-14.6
2001-11-19 09:24:00,-181,106,-14.8
2001-11-19 09:25:00,-177,107,-15.1
2001-11-19 09:26:00,-172,105,-15.2
2001-11-19 09:27:00,-170,101,-15.5
2001-11-19 09:28:00,-182,100,-15.5
2001-11-19 09:29:00,-192,103,-15.6
2001-11-19 09:30:00,-196,107,-15.4
2001-11-19 09:31:00,-197,109,-15.1
2001-11-19 09:32:00,-203,112,-14.9
2001-11-19 09:33:00,-217,115,-14.5
2001-11-19 09:34:00,-223,114,-14.5
2001-11-19 09:35:00,-221,112,-14.8
2001-11-19 09:36:00,-211,108,-15.4
2001-11-19 09:37:00,-195,109,-16.0
2001-11-19 09:38:00,-180,109,-16.5
2001-11-19 09:39:00,-171,112,-17.0
2001-11-19 09:40:00,-167,113,-17.2
2001-11-19 09:41:00,-168,110,-17.6
2001-11-19 09:42:00,-168,113,-17.9
2001-11-19 09:43:00,-156,114,-18.2
2001-11-19 09:44:00,-151,113,-18.4
2001-11-19 09:45:00,-147,108,-18.4
2001-11-19 09:46:00,-145,109,-18.1
2001-11-19 09:47:00,-141,111,-17.7
2001-11-19 09:48:00,-136,109,-17.4
2001-11-19 09:49:00,-133,105,-17.0
2001-11-19 09:50:00,-130,101,-16.7
2001-11-19 09:51:00,-134,100,-16.4
2001-11-19 09:52:00,-145,97,-16.4
2001-11-19 09:53:00,-155,100,-16.2
2001-11-19 09:54:00,-169,104,-16.2
2001-11-19 09:55:00,-178,108,-16.1
2001-11-19 09:56:00,-173,103,-16.1
2001-11-19 09:57:00,-169,101,-15.7
2001-11-19 09:58:00,-182,99,-15.4
2001-11-19 09:59:00,-196,101,-15.5
2001-11-19 10:00:00,-212,104,-15.4
2001-11-19 10:01:00,-211,109,-15.2
2001-11-19 10:02:00,-206,115,-15.1
2001-11-19 10:03:00,-206,118,-14.9
2001-11-19 10:04:00,-203,120,-14.6
2001-11-19 10:05:00,-209,116,-14.7
2001-11-19 10:06:00,-204,115,-14.6
